Variables with no matching questionnaire question text in the Wave 18 PDF.
(Derived, admin, grid aggregates, and renamed fields often have no verbatim question.)
Total dictionary variables (Pos. lines): 3973
Matched from PDF: 568
Not found in PDF: 3405

variable	variable_label
n_hconda79	Age told had blood or bone marrow cancer, such as leukaemia
n_hconda80	Age told had chronic kidney disease
n_hconda81	Age told had parkinson's disease
n_hconda82	Age told had motor neurone disease
n_hconda83	Age told had a learning disability
n_hconda84	Age told had cerebral palsy
n_hconda86	Age told had problems with your spleen
n_hconda87	Age told had sickle cell disease
n_hconda88	Age told had very overweight (a BMI of 40 or above)
n_hconda89	Age told had generalised anxiety disorder
n_hconds01	Still have health condition: Asthma
n_hconds03	Still have health condition: Congestive heart failure
n_hconds04	Still have health condition: Coronary heart disease
n_hconds05	Still have health condition: Angina
n_hconds08	Still have health condition: Emphysema
n_hconds11	Still have health condition: Chronic bronchitis
n_hconds12	Still have health condition: Any kind of liver condition
n_hconds15	Still have health condition: Epilepsy
n_hconds16	Still have health condition: High blood pressure
n_hconds21	Still have health condition: COPD (Chronic Obstructive Pulmonary Disease)
n_hconds26	Still have health condition: Bowel/colorectal cancer
n_hconds27	Still have health condition: Lung cancer
n_hconds28	Still have health condition: Breast cancer
n_hconds29	Still have health condition: Prostate cancer
n_hconds30	Still have health condition: Liver cancer
n_hconds31	Still have health condition: Skin cancer or melanoma
n_hconds33	Still have health condition: Type 1 diabetes
n_hconds34	Still have health condition: Type 2 diabetes
n_hconds35	Still have health condition: Gestational diabetes/during pregnancy
n_hconds38	Still have health condition: Depression
n_hconds39	Still have health condition: Psychosis or schizophrenia
n_hconds40	Still have health condition: Bipolar disorder or manic depression
n_hconds41	Still have health condition: Eating disorder
n_hconds42	Still have health condition: Post-traumatic stress disorder
n_hconds66	Still have a phobia
n_hconds67	Still have panic attacks
n_hconds68	Still have attention deficit hyperactivity disorder (ADHD) or attention deficit
n_hconds69	Still have post-natal depression
n_hconds72	Still have a personality disorder
n_hconds73	Still have obsessive compulsive disorder (OCD)
n_hconds74	Still have seasonal affective disorder
n_hconds75	Still have alcohol or drug dependence
n_hconds79	Still have blood or bone marrow cancer, such as leukaemia
n_hconds80	Still have chronic kidney disease
n_hconds81	Still have parkinson's disease
n_hconds82	Still have motor Neurone disease
n_hconds86	Still have problems with your spleen
n_hconds88	Still have very overweight (a BMI of 40 or above)
n_hconds89	Still have generalised anxiety disorder
n_testposcov	Tested positive for Covid-19
n_longcova	Had long Covid symptoms
n_lgcvsymp1	Long Covid symptoms: High temperature
n_lgcvsymp23	Long Covid symptoms: Persistent coughing
n_lgcvsymp24	Long Covid symptoms: Loss of concentration
n_lgcvsymp25	Long Covid symptoms: Difficulty remembering things
n_lgcvsymp3	Long Covid symptoms: Shortness of breath or trouble breathing
n_lgcvsymp4	Long Covid symptoms: Runny or stuffy nose
n_lgcvsymp5	Long Covid symptoms: Muscle or body aches
n_lgcvsymp6	Long Covid symptoms: Headaches
n_lgcvsymp7	Long Covid symptoms: Sore throat
n_lgcvsymp8	Long Covid symptoms: Fatigue
n_lgcvsymp9	Long Covid symptoms: Diarrhoea/Digestive issues/Upset stomach
n_lgcvsymp10	Long Covid symptoms: Loss of sense of smell or taste
n_lgcvsymp12	Long Covid symptoms: Decrease in appetite
n_lgcvsymp13	Long Covid symptoms: Sneezing
n_lgcvsymp14	Long Covid symptoms: Sore eyes
n_lgcvsymp15	Long Covid symptoms: Hoarse voice
n_lgcvsymp16	Long Covid symptoms: Dizziness
n_lgcvsymp17	Long Covid symptoms: Tightness in the chest
n_lgcvsymp18	Long Covid symptoms: Chest pain
n_lgcvsymp19	Long Covid symptoms: Chills (feeling too cold)
n_lgcvsymp20	Long Covid symptoms: Difficulty sleeping
n_lgcvsymp21	Long Covid symptoms: Numbness or tingling somewhere in the body
n_lgcvsymp22	Long Covid symptoms: Feeling of heaviness in arms or legs
n_lgcvsymp97	Long Covid symptoms: Other
n_lgcvda	Long covid had impact on daily activities
n_lgcvwk	Long covid affected ability to do usual work
n_lgcvwky1	I accomplish less work than I used to
n_lgcvwky2	I have reduced my hours or switched roles
n_lgcvwky3	I am on long-term sick pay
n_lgcvwky4	I have left my job
n_lgcvwky5	I am claiming disability benefits
n_lgcvwky6	My employment contract was terminated by my employer
n_lgcvwky97	Something else
n_lgcvwky96	None of the above
n_hl2gp	Visited GP in last 12 months
n_hl2hop	Hosp or clinic out-patient last 12 months
n_gvupreas1	Because of a health problem I have at present
n_gvupreas2	Better for my health in general
n_gvupreas3	To reduce the risk of getting smoking related illnesses
n_gvupreas4	Because of the smoking ban in public places and at work
n_gvupreas5	Family and friends want me to stop
n_gvupreas6	Financial reasons (can't afford it)
n_gvupreas7	Worried about the effect on my children
n_gvupreas8	Worried about the effect on other family members
n_gvupreas9	Something else
n_aidhua1	Resp. aids person number 1
n_aidhua2	Resp. aids person number 2
n_aidhua3	Resp. aids person number 3
n_aidhua4	Resp. aids person number 4
n_aidhua5	Resp. aids person number 5
n_aidhua6	Resp. aids person number 6
n_aidhua7	Resp. aids person number 7
n_aidhua8	Resp. aids person number 8
n_aidhua9	Resp. aids person number 9
n_aidhua10	Resp. aids person number 10
n_aidhua11	Resp. aids person number 11
n_aidhua12	Resp. aids person number 12
n_aidhua13	Resp. aids person number 13
n_aidhua14	Resp. aids person number 14
n_aidhua15	Resp. aids person number 15
n_aidhua16	Resp. aids person number 16
n_partpregfh	Partner pregnant
n_pregduedffh	Pregnancy due day father
n_pregduemffh	Pregnancy due month father
n_pregdueyffh	Pregnancy due year father
n_preg0fh	Currently pregnant
n_pregduedmfh	Pregnancy due day mother
n_pregduemmfh	Pregnancy due month mother
n_pregdueymfh	Pregnancy due year mother
n_reltopwcffh	Relationship to child's father
n_pregfertfh	Used fertility treatment
n_pregftfh1	In vitro fertilisation treatment
n_pregftfh2	Medication
n_pregftfh3	Sperm donation
n_pregftfh4	Egg donation
n_pregftfh5	Artificial insemination
n_pregftfh6	Other treatment
n_pregftfh96	None of these
n_movy11	Family related reasons
n_movy12	Education related reasons
n_movy13	Employer related reasons
n_movy14	Housing related reasons
n_movy15	Area related reasons
n_movy16	Or did you have to move for some other reason?
n_moveoth_code	moved for other reasons
n_partpreg	Partner pregnant
n_pregduedf	Pregnancy due day father
n_pregduemf	Pregnancy due month father
n_pregdueyf	Pregnancy due year father
n_father	Fathered children since last interview
n_nchild	Number of new children
n_preg0	Currently pregnant
n_pregduedm	Pregnancy due day mother
n_pregduemm	Pregnancy due month mother
n_pregdueym	Pregnancy due year mother
n_reltopwcf	Relationship to child's father
n_nnewborn	Number of newborns since last interview
n_hcondnew1	Newly diagnosed with health condition: Asthma
n_hcondnew2	Newly diagnosed with health condition: Arthritis
n_hcondnew3	Newly diagnosed with health condition: Congestive heart failure
n_hcondnew4	Newly diagnosed with health condition: Coronary heart disease
n_hcondnew5	Newly diagnosed with health condition: Angina
n_hcondnew6	Newly diagnosed with health condition: Heart attack or myocardial infarction
n_hcondnew7	Newly diagnosed with health condition: Stroke
n_hcondnew8	Newly diagnosed with health condition: Emphysema
n_hcondnew11	Newly diagnosed with health condition: Chronic bronchitis
n_hcondnew21	Newly diagnosed with health condition: COPD (Chronic Obstructive Pulmonary Disea
n_hcondnew28	Cystic Fybrosis
n_hcondnew10	Newly diagnosed with health condition: Hypothyroidism or an under-active thyroid
n_hcondnew12	Newly diagnosed with health condition: Any kind of liver condition
n_hcondnew13	Newly diagnosed with health condition: Cancer or malignancy
n_hcondnew14	Newly diagnosed with health condition: Diabetes
n_hcondnew15	Newly diagnosed with health condition: Epilepsy
n_hcondnew16	Newly diagnosed with health condition: High blood pressure/hypertension
n_hcondnew19	Newly diagnosed with health condition: Multiple Sclerosis
n_hcondnew23	Newly diagnosed with health condition: Chronic kidney disease
n_hcondnew24	Newly diagnosed with health condition: Conditions affecting the brain and nerves
n_hcondnew29	Newly diagnosed with health condition: Problems with your spleen
n_hcondnew26	Newly diagnosed with health condition: Sickle cell disease
n_hcondnew27	Newly diagnosed with health condition: Very overweight (a BMI of 40 or above)
n_hcondnew18	Newly diagnosed with health condition: Other long standing/chronic condition
n_hcondnew96	Newly diagnosed with health condition: None of these
n_hcondncode1	Health condition: Asthma
n_hcondncode3	Health condition: Congestive heart failure
n_hcondncode4	Health condition: Coronary heart disease
n_hcondncode5	Health condition: Angina
n_hcondncode6	Health condition: Heart attack or myocardial infarction
n_hcondncode7	Health condition: Stroke
n_hcondncode8	Health condition: Emphysema
n_hcondncode10	Health condition: Hypothyroidism or an under-active thyroid
n_hcondncode11	Health condition: Chronic bronchitis
n_hcondncode12	Health condition: Any kind of liver condition
n_hcondncode15	Health condition: Epilepsy
n_hcondncode16	Health condition: High blood pressure
n_hcondncode19	Health condition: Multiple sclerosis
n_hcondncode21	Health condition: COPD (Chronic Obstructive Pulmonary Disease)
n_hcondncode23	Health condition: Osteoarthritis
n_hcondncode24	Health condition: Rheumatoid arthritis
n_hcondncode25	Health condition: Other arthritis
n_hcondncode26	Health condition: Bowel/colorectal cancer
n_hcondncode27	Health condition: Lung cancer
n_hcondncode28	Health condition: Breast cancer
n_hcondncode29	Health condition: Prostate cancer
n_hcondncode30	Health condition: Liver cancer
n_hcondncode31	Health condition: Skin cancer or melanoma
n_hcondncode32	Health condition: Other cancer
n_hcondncode33	Health condition: Type 1 diabetes
n_hcondncode34	Health condition: Type 2 diabetes
n_hcondncode35	Health condition: Gestational diabetes/during pregnancy
n_hcondncode36	Health condition: Other diabetes
n_hcondncode38	Health condition: Depression
n_hcondncode39	Health condition: Psychosis or schizophrenia
n_hcondncode40	Health condition: Bipolar disorder or manic depression
n_hcondncode41	Health condition: Eating disorder
n_hcondncode42	Health condition: Post-traumatic stress disorder
n_hcondncode66	A phobia
n_hcondncode67	Panic attacks
n_hcondncode68	Attention deficit hyperactivity disorder (ADHD) or Attention deficit disord
n_hcondncode69	Post-natal depression
n_hcondncode70	Dementia (including Alzheimer's)
n_hcondncode71	Nervous breakdown
n_hcondncode72	A personality disorder
n_hcondncode73	Obsessive compulsive disorder (OCD)
n_hcondncode74	Seasonal affective disorder
n_hcondncode75	Alcohol or drug dependence
n_hcondncode76	Any other anxiety disorder
n_hcondncode77	Any other emotional, nervous, psychiatric problem or condition
n_hcondncode78	Cystic Fibrosis
n_hcondncode79	Blood or bone marrow cancer, such as leukaemia
n_hcondncode80	Chronic kidney disease
n_hcondncode81	Parkinson's disease
n_hcondncode82	Motor Neurone disease
n_hcondncode83	A learning disability
n_hcondncode84	Cerebral palsy
n_hcondncode85	Other brain/nerve condition
n_hcondncode86	Problems with your spleen
n_hcondncode87	Sickle cell disease
n_hcondncode88	Very overweight (a BMI of 40 or above)
n_hcondncode89	Generalised anxiety disorder
n_hcondncode97	Health condition: Other long standing/chronic condition
n_hcondncode96	Health condition: None of these
n_hcondns1	Still has newly diagnosed health condition: Asthma
n_hcondns3	Still has newly diagnosed health condition: Congestive heart failure
n_hcondns4	Still has newly diagnosed health condition: Coronary heart disease
n_hcondns5	Still has newly diagnosed health condition: Angina
n_hcondns8	Still has newly diagnosed health condition: Emphysema
n_hcondns11	Still has newly diagnosed health condition: Chronic bronchitis
n_hcondns12	Still has newly diagnosed health condition: Any kind of liver condition
n_hcondns15	Still has newly diagnosed health condition: Epilepsy
n_hcondns16	Still has newly diagnosed health condition: High blood pressure
n_hcondns21	Still has newly diagnosed health condition: COPD (Chronic Obstructive Pulmonary
n_hcondns26	Still has newly diagnosed health condition: Bowel/colorectal cancer
n_hcondns27	Still has newly diagnosed health condition: Lung cancer
n_hcondns28	Still has newly diagnosed health condition: Breast cancer
n_hcondns29	Still has newly diagnosed health condition: Prostate cancer
n_hcondns30	Still has newly diagnosed health condition: Liver cancer
n_hcondns31	Still has newly diagnosed health condition: Skin cancer or melanoma
n_hcondns33	Still has newly diagnosed health condition: Type 1 diabetes
n_hcondns34	Still has newly diagnosed health condition: Type 2 diabetes
n_hcondns35	Still has newly diagnosed health condition: Gestational diabetes/during pregnanc
n_hcondns38	Still has newly diagnosed health condition: Depression
n_hcondns39	Still has newly diagnosed health condition: Psychosis or schizophrenia
n_hcondns40	Still has newly diagnosed health condition: Bipolar disorder or manic depression
n_hcondns41	Still has newly diagnosed health condition: Eating disorder
n_hcondns42	Still has newly diagnosed health condition: Post-traumatic stress disorder
n_hcondns66	Still has newly diagnosed health condition: A phobia
n_hcondns67	Still has newly diagnosed health condition: Panic attacks
n_hcondns68	Still has newly diagnosed health condition: Attention deficit hyperactivity diso
n_hcondns69	Still has newly diagnosed health condition: Post-natal depression
n_hcondns72	Still has newly diagnosed health condition: A personality disorder
n_hcondns73	Still has newly diagnosed health condition: Obsessive compulsive disorder (OCD)
n_hcondns74	Still has newly diagnosed health condition: Seasonal affective disorder
n_hcondns75	Still has newly diagnosed health condition: Alcohol or drug dependence
n_hcondns79	Still has newly diagnosed health condition: Blood or bone marrow cancer, such as
n_hcondns80	Still has newly diagnosed health condition: Chronic kidney disease
n_hcondns86	Still has newly diagnosed health condition: Problems with your spleen
n_hcondns88	Still has newly diagnosed health condition: Very overweight (a BMI of 40 or abov
n_hcondns89	Still has newly diagnosed health condition: Generalised anxiety disorder
n_mhgad	Ever diagnosed with GAD
n_mhgada	Age diagnosed with GAD
n_mhcondn8	A phobia
n_mhcondn9	Panic attacks
n_mhcondn6	Post-traumatic stress disorder
n_mhcondn19	Generalised anxtiety disorder
n_mhcondn10	Attention deficit hyperactivity disorder (ADHD) or Attention deficit disord
n_mhcondn4	Bipolar disorder (or 'manic depression')
n_mhcondn2	Depression
n_mhcondn11	Post-natal depression
n_mhcondn12	Dementia (including Alzheimer's)
n_mhcondn5	An eating disorder
n_mhcondn13	Nervous breakdown
n_mhcondn14	A personality disorder
n_mhcondn3	Psychosis or schizophrenia
