variable_id,description,pct_nonnegative
n_hcondcode32,Health condition: Other cancer,7.2136
n_hcondcode33,Health condition: Type 1 diabetes,7.2136
n_hcondcode34,Health condition: Type 2 diabetes,7.2136
n_hcondcode35,Health condition: Gestational diabetes/during pregnancy,7.2136
n_hcondcode36,Health condition: Other diabetes,7.2136
n_hcondcode38,Health condition: Depression,7.9589
n_hcondcode39,Health condition: Psychosis or schizophrenia,7.9589
n_hcondcode40,Health condition: Bipolar disorder or manic depression,7.9589
n_hcondcode41,Health condition: Eating disorder,7.9589
n_hcondcode42,Health condition: Post-traumatic stress disorder,7.9589
n_hcondcode66,Health condition: A phobia,15.1098
n_hcondcode67,Health condition: Panic attacks,15.1098
n_hcondcode68,Health condition: Attention deficit hyperactivity disorder (ADHD) or Attention d,15.1098
n_hcondcode69,Health condition: Post-natal depression,15.1098
n_hcondcode70,Health condition: Dementia (including Alzheimer's),15.1098
n_hcondcode71,Health condition: Nervous breakdown,15.1098
n_hcondcode72,Health condition: A personality disorder,15.1098
n_hcondcode73,Health condition: Obsessive compulsive disorder (OCD),15.1098
n_hcondcode74,Health condition: Seasonal affective disorder,15.1098
n_hcondcode75,Health condition: Alcohol or drug dependence,15.1098
n_hcondcode76,Health condition: Any other anxiety disorder,15.1098
n_hcondcode77,"Health condition: Any other emotional, nervous, psychiatric problem or condition",15.1098
n_hcondcode78,Health condition: Cystic Fibrosis,15.1098
n_hcondcode79,"Health condition: Blood or bone marrow cancer, such as leukaemia",15.1098
n_hcondcode80,Health condition: Chronic kidney disease,15.1098
n_hcondcode81,Health condition: Parkinson's disease,15.1098
n_hcondcode82,Health condition: Motor Neurone disease,15.1098
n_hcondcode83,Health condition: A learning disability,15.1098
n_hcondcode84,Health condition: Cerebral palsy,15.1098
n_hcondcode85,Health condition: Other brain/nerve condition,15.1098
n_hcondcode86,Health condition: Problems with your spleen,15.1098
n_hcondcode87,Health condition: Sickle cell disease,15.1098
n_hcondcode88,Health condition: Very overweight (a BMI of 40 or above),15.1098
n_hcondcode89,Health condition: Generalised anxiety disorder,15.1098
n_hcondcode97,Health condition: Other long standing/chronic condition,7.2136
n_hcondcode96,Health condition: None of these,7.0786
n_hconda01,Age told had health condition: Asthma,0.7268
n_hconda03,Age told had health condition: Congestive heart failure,0.0166
n_hconda04,Age told had health condition: Coronary heart disease,0.045
n_hconda05,Age told had health condition: Angina,0.0486
n_hconda06,Age told had health condition: Heart attack or myocardial infarction,0.0505
n_hconda07,Age told had health condition: Stroke,0.0514
n_hconda08,Age told had health condition: Emphysema,0.0118
n_hconda10,Age told had health condition: Hypothyroidism or an under-active thyroid,0.094
n_hconda11,Age told had health condition: Chronic bronchitis,0.0233
n_hconda12,Age told had health condition: Any kind of liver condition,0.0372
n_hconda15,Age told had health condition: Epilepsy,0.0472
n_hconda16,Age told had health condition: High blood pressure,0.4334
n_hconda19,Age told had health condition: Multiple sclerosis,0.012
n_hconda21,Age told had health condition: COPD (Chronic Obstructive Pulmonary Disease),0.098
n_hconda23,Age told had health condition: Osteoarthritis,0.358
n_hconda24,Age told had health condition: Rheumatoid arthritis,0.1105
n_hconda26,Age told had health condition: Bowel/colorectal cancer,0.0323
n_hconda27,Age told had health condition: Lung cancer,0.0089
n_hconda28,Age told had health condition: Breast cancer,0.0578
n_hconda29,Age told had health condition: Prostate cancer,0.0365
n_hconda30,Age told had health condition: Liver cancer,0.0031
n_hconda31,Age told had health condition: Skin cancer or melanoma,0.0333
n_hconda33,Age told had health condition: Type 1 diabetes,0.0542
n_hconda34,Age told had health condition: Type 2 diabetes,0.2538
n_hconda35,Age told had health condition: Gestational diabetes/during pregnancy,0.0052
n_hconda38,Age told had health condition: Depression,1.1237
n_hconda39,Age told had health condition: Psychosis or schizophrenia,0.0329
n_hconda40,Age told had health condition: Bipolar disorder or manic depression,0.0464
n_hconda41,Age told had health condition: Eating disorder,0.1196
n_hconda42,Age told had health condition: Post-traumatic stress disorder,0.2056
n_hconda66,Age told had a phobia,0.1493
n_hconda67,Age told had panic attacks,1.0597
n_hconda68,Age told had attention deficit hyperactivity disorder (ADHD) or attention defici,0.2679
n_hconda69,Age told had post-natal depression,0.2957
n_hconda70,Age told had dementia (including Alzheimer's),0.0439
n_hconda71,Age told had nervous breakdown,0.2283
n_hconda72,Age told had a personality disorder,0.1069
n_hconda73,Age told had obsessive compulsive disorder (OCD),0.2137
n_hconda74,Age told had seasonal affective disorder,0.1405
n_hconda75,Age told had alcohol or drug dependence,0.1259
n_hconda78,Age told had cystic fibrosis,0.0161
n_hconda79,"Age told had blood or bone marrow cancer, such as leukaemia",0.0571
n_hconda80,Age told had chronic kidney disease,0.1405
n_hconda81,Age told had parkinson's disease,0.0176
n_hconda82,Age told had motor neurone disease,0.0
n_hconda83,Age told had a learning disability,0.0263
n_hconda84,Age told had cerebral palsy,0.0059
n_hconda86,Age told had problems with your spleen,0.0293
n_hconda87,Age told had sickle cell disease,0.0117
n_hconda88,Age told had very overweight (a BMI of 40 or above),0.4889
n_hconda89,Age told had generalised anxiety disorder,1.272
n_hconds01,Still have health condition: Asthma,0.7625
n_hconds03,Still have health condition: Congestive heart failure,0.0171
n_hconds04,Still have health condition: Coronary heart disease,0.0466
n_hconds05,Still have health condition: Angina,0.0483
n_hconds08,Still have health condition: Emphysema,0.0129
n_hconds11,Still have health condition: Chronic bronchitis,0.0248
n_hconds12,Still have health condition: Any kind of liver condition,0.0361
n_hconds15,Still have health condition: Epilepsy,0.0492
n_hconds16,Still have health condition: High blood pressure,0.4463
n_hconds21,Still have health condition: COPD (Chronic Obstructive Pulmonary Disease),0.1026
n_hconds26,Still have health condition: Bowel/colorectal cancer,0.0323
n_hconds27,Still have health condition: Lung cancer,0.0089
n_hconds28,Still have health condition: Breast cancer,0.0589
n_hconds29,Still have health condition: Prostate cancer,0.0365
n_hconds30,Still have health condition: Liver cancer,0.0031
n_hconds31,Still have health condition: Skin cancer or melanoma,0.0339
n_hconds33,Still have health condition: Type 1 diabetes,0.0542
n_hconds34,Still have health condition: Type 2 diabetes,0.26
n_hconds35,Still have health condition: Gestational diabetes/during pregnancy,0.0057
n_hconds38,Still have health condition: Depression,1.1512
n_hconds39,Still have health condition: Psychosis or schizophrenia,0.0354
n_hconds40,Still have health condition: Bipolar disorder or manic depression,0.0464
n_hconds41,Still have health condition: Eating disorder,0.1226
n_hconds42,Still have health condition: Post-traumatic stress disorder,0.2074
n_hconds66,Still have a phobia,0.1669
n_hconds67,Still have panic attacks,1.1007
n_hconds68,Still have attention deficit hyperactivity disorder (ADHD) or attention deficit,0.2854
n_hconds69,Still have post-natal depression,0.2971
n_hconds72,Still have a personality disorder,0.1142
n_hconds73,Still have obsessive compulsive disorder (OCD),0.2342
n_hconds74,Still have seasonal affective disorder,0.1552
n_hconds75,Still have alcohol or drug dependence,0.1332
n_hconds79,"Still have blood or bone marrow cancer, such as leukaemia",0.0571
n_hconds80,Still have chronic kidney disease,0.1478
n_hconds81,Still have parkinson's disease,0.031
n_hconds82,Still have motor Neurone disease,0.0
n_hconds86,Still have problems with your spleen,0.0161
n_hconds88,Still have very overweight (a BMI of 40 or above),0.5152
n_hconds89,Still have generalised anxiety disorder,1.3232
n_testposcov,Tested positive for Covid-19,99.3472
n_longcova,Had long Covid symptoms,53.6748
n_lgcvsymp1,Long Covid symptoms: High temperature,5.0633
n_lgcvsymp23,Long Covid symptoms: Persistent coughing,5.0633
n_lgcvsymp24,Long Covid symptoms: Loss of concentration,5.0633
n_lgcvsymp25,Long Covid symptoms: Difficulty remembering things,5.0633
n_lgcvsymp3,Long Covid symptoms: Shortness of breath or trouble breathing,5.0633
n_lgcvsymp4,Long Covid symptoms: Runny or stuffy nose,5.0633
n_lgcvsymp5,Long Covid symptoms: Muscle or body aches,5.0633
n_lgcvsymp6,Long Covid symptoms: Headaches,5.0633
n_lgcvsymp7,Long Covid symptoms: Sore throat,5.0633
n_lgcvsymp8,Long Covid symptoms: Fatigue,5.0633
n_lgcvsymp9,Long Covid symptoms: Diarrhoea/Digestive issues/Upset stomach,5.0633
n_lgcvsymp10,Long Covid symptoms: Loss of sense of smell or taste,5.0633
n_lgcvsymp12,Long Covid symptoms: Decrease in appetite,5.0633
n_lgcvsymp13,Long Covid symptoms: Sneezing,5.0633
n_lgcvsymp14,Long Covid symptoms: Sore eyes,5.0633
n_lgcvsymp15,Long Covid symptoms: Hoarse voice,5.0633
n_lgcvsymp16,Long Covid symptoms: Dizziness,5.0633
n_lgcvsymp17,Long Covid symptoms: Tightness in the chest,5.0633
n_lgcvsymp18,Long Covid symptoms: Chest pain,5.0633
n_lgcvsymp19,Long Covid symptoms: Chills (feeling too cold),5.0633
n_lgcvsymp20,Long Covid symptoms: Difficulty sleeping,5.0633
n_lgcvsymp21,Long Covid symptoms: Numbness or tingling somewhere in the body,5.0633
n_lgcvsymp22,Long Covid symptoms: Feeling of heaviness in arms or legs,5.0633
n_lgcvsymp97,Long Covid symptoms: Other,5.0633
n_lgcvda,Long covid had impact on daily activities,5.0577
n_lgcvwk,Long covid affected ability to do usual work,5.0633
n_lgcvwky1,I accomplish less work than I used to,1.638
n_lgcvwky2,I have reduced my hours or switched roles,1.638
n_lgcvwky3,I am on long-term sick pay,1.638
n_lgcvwky4,I have left my job,1.638
n_lgcvwky5,I am claiming disability benefits,1.638
n_lgcvwky6,My employment contract was terminated by my employer,1.638
n_lgcvwky97,Something else,1.638
n_lgcvwky96,None of the above,1.638
n_hl2gp,Visited GP in last 12 months,97.2692
n_hl2hop,Hosp or clinic out-patient last 12 months,97.2948
n_gvupreas1,Because of a health problem I have at present,7.3471
n_gvupreas2,Better for my health in general,7.3471
n_gvupreas3,To reduce the risk of getting smoking related illnesses,7.3471
n_gvupreas4,Because of the smoking ban in public places and at work,7.3471
n_gvupreas5,Family and friends want me to stop,7.3471
n_gvupreas6,Financial reasons (can't afford it),7.3471
n_gvupreas7,Worried about the effect on my children,7.3471
n_gvupreas8,Worried about the effect on other family members,7.3471
n_gvupreas9,Something else,7.3471
n_aidhua1,Resp. aids person number 1,7.2431
n_aidhua2,Resp. aids person number 2,7.2431
n_aidhua3,Resp. aids person number 3,7.2431
n_aidhua4,Resp. aids person number 4,7.2431
n_aidhua5,Resp. aids person number 5,7.2431
n_aidhua6,Resp. aids person number 6,7.2431
n_aidhua7,Resp. aids person number 7,7.2431
n_aidhua8,Resp. aids person number 8,7.2431
n_aidhua9,Resp. aids person number 9,7.2431
n_aidhua10,Resp. aids person number 10,7.2431
n_aidhua11,Resp. aids person number 11,7.2431
n_aidhua12,Resp. aids person number 12,7.2431
n_aidhua13,Resp. aids person number 13,7.2431
n_aidhua14,Resp. aids person number 14,7.2431
n_aidhua15,Resp. aids person number 15,7.2431
n_aidhua16,Resp. aids person number 16,7.2431
n_partpregfh,Partner pregnant,3.0758
n_pregduedffh,Pregnancy due day father,0.0874
n_pregduemffh,Pregnancy due month father,0.0874
n_pregdueyffh,Pregnancy due year father,0.0874
n_preg0fh,Currently pregnant,7.1157
n_pregduedmfh,Pregnancy due day mother,0.1692
n_pregduemmfh,Pregnancy due month mother,0.172
n_pregdueymfh,Pregnancy due year mother,0.172
n_reltopwcffh,Relationship to child's father,0.0338
n_pregfertfh,Used fertility treatment,0.172
n_pregftfh1,In vitro fertilisation treatment,0.0113
n_pregftfh2,Medication,0.0113
n_pregftfh3,Sperm donation,0.0113
n_pregftfh4,Egg donation,0.0113
n_pregftfh5,Artificial insemination,0.0113
n_pregftfh6,Other treatment,0.0113
n_pregftfh96,None of these,0.0113
n_movy11,Family related reasons,6.968
n_movy12,Education related reasons,6.968
n_movy13,Employer related reasons,6.968
n_movy14,Housing related reasons,6.968
n_movy15,Area related reasons,6.968
n_movy16,Or did you have to move for some other reason?,6.968
n_moveoth_code,moved for other reasons,1.2637
n_partpreg,Partner pregnant,8.5506
n_pregduedf,Pregnancy due day father,0.1945
n_pregduemf,Pregnancy due month father,0.1945
n_pregdueyf,Pregnancy due year father,0.0789
n_father,Fathered children since last interview,30.0159
n_nchild,Number of new children,1.0096
n_preg0,Currently pregnant,18.494
n_pregduedm,Pregnancy due day mother,0.358
n_pregduemm,Pregnancy due month mother,0.3609
n_pregdueym,Pregnancy due year mother,0.3158
n_reltopwcf,Relationship to child's father,0.0846
n_nnewborn,Number of newborns since last interview,89.2066
n_hcondnew1,Newly diagnosed with health condition: Asthma,90.6083
n_hcondnew2,Newly diagnosed with health condition: Arthritis,90.6083
n_hcondnew3,Newly diagnosed with health condition: Congestive heart failure,90.6083
n_hcondnew4,Newly diagnosed with health condition: Coronary heart disease,90.6083
n_hcondnew5,Newly diagnosed with health condition: Angina,90.6083
n_hcondnew6,Newly diagnosed with health condition: Heart attack or myocardial infarction,90.6083
n_hcondnew7,Newly diagnosed with health condition: Stroke,90.6083
n_hcondnew8,Newly diagnosed with health condition: Emphysema,90.6083
n_hcondnew11,Newly diagnosed with health condition: Chronic bronchitis,90.6083
n_hcondnew21,Newly diagnosed with health condition: COPD (Chronic Obstructive Pulmonary Disea,90.6083
n_hcondnew28,Cystic Fybrosis,83.8788
n_hcondnew10,Newly diagnosed with health condition: Hypothyroidism or an under-active thyroid,90.6083
n_hcondnew12,Newly diagnosed with health condition: Any kind of liver condition,90.6083
n_hcondnew13,Newly diagnosed with health condition: Cancer or malignancy,90.6083
n_hcondnew14,Newly diagnosed with health condition: Diabetes,90.6083
n_hcondnew15,Newly diagnosed with health condition: Epilepsy,90.6083
n_hcondnew16,Newly diagnosed with health condition: High blood pressure/hypertension,90.6083
n_hcondnew19,Newly diagnosed with health condition: Multiple Sclerosis,90.6083
n_hcondnew23,Newly diagnosed with health condition: Chronic kidney disease,83.8788
n_hcondnew24,Newly diagnosed with health condition: Conditions affecting the brain and nerves,83.8788
n_hcondnew29,Newly diagnosed with health condition: Problems with your spleen,83.8788
n_hcondnew26,Newly diagnosed with health condition: Sickle cell disease,83.8788
n_hcondnew27,Newly diagnosed with health condition: Very overweight (a BMI of 40 or above),83.8788
n_hcondnew18,Newly diagnosed with health condition: Other long standing/chronic condition,83.8788
n_hcondnew96,Newly diagnosed with health condition: None of these,90.6083
n_hcondncode1,Health condition: Asthma,91.8235
n_hcondncode3,Health condition: Congestive heart failure,91.8235
n_hcondncode4,Health condition: Coronary heart disease,91.8235
n_hcondncode5,Health condition: Angina,91.8235
n_hcondncode6,Health condition: Heart attack or myocardial infarction,91.8235
n_hcondncode7,Health condition: Stroke,91.8235
n_hcondncode8,Health condition: Emphysema,91.8235
n_hcondncode10,Health condition: Hypothyroidism or an under-active thyroid,91.8235
